score,domain,evidence_type,query_id
1.0,finance,unknown,017b49cf-249c-4be0-a967-2134dfdd8e2d
0.8571428571428571,administration,unknown,017cc74e-6f18-4343-bf41-5c985a8e8f05
1.0,finance,unknown,01847803-d840-4ccb-a446-eceecaa0a679
1.0,finance,unknown,019fa768-7836-41c3-a258-e52ce068ce92
1.0,finance,unknown,01a02c0d-1161-4db0-b0d0-f5cb084ada1c
1.0,finance,unknown,01a08af9-6bd5-4636-a472-af5aea70aed1
0.0,finance,unknown,01a39f80-6333-41ec-8c85-ca141ef02a90
0.6938775510204082,administration,unknown,01a8de64-d45a-40fe-93dc-e38cc8217e68
0.0,finance,unknown,01b05586-6186-4d77-a147-da0629615636
1.0,finance,unknown,01cf7f93-5e6c-49e4-9768-599decffd101
0.734375,academic,unknown,01d9587a-49fd-4505-98b2-8ca8eabd7c89
0.0,finance,unknown,01de1868-8827-4859-bd02-5676d187bbae
1.0,finance,unknown,01dee1a1-9a01-4709-acf8-5508e1d49a09
1.0,finance,unknown,01e50dde-46ca-4ca5-90da-4776dbf9c505
1.0,finance,unknown,01f3fa0f-c501-4c5b-a7bf-d28e8664a162
1.0,finance,unknown,01f5b716-4b50-4821-a6b6-31e03ae688c0
0.0,finance,unknown,01fcbf68-8e89-454b-81f8-c72f148106b5
0.0,finance,unknown,0203d17e-40d9-46b5-b5af-e2bdb377281f
1.0,finance,unknown,020f1ec9-c5e4-49b6-b98e-2916ff3603f7
1.0,finance,unknown,02114533-d9d1-4b49-9391-e92479cbdc6c
1.0,finance,unknown,02143e2e-79a0-4008-8043-feeedac826fc
0.0,finance,unknown,02160910-abe5-40ec-9fe1-59cdca54e759
1.0,finance,unknown,022031dc-a078-445d-b528-a651e7ce276d
0.43137254901960786,finance,unknown,022456cb-3e98-40fb-bdde-dcbfc79e0484
0.7,finance,unknown,0226d777-5d95-4f92-827b-97b411a4b815
1.0,administration,unknown,022da24e-45ae-4092-8c2a-89d8c773d861
0.0,finance,unknown,022fe37d-c8a7-4ea0-86eb-b89d6099ee1f
0.0,finance,unknown,02300212-e7a7-45ae-bd09-91eb04d36829
1.0,finance,unknown,02352cfc-43d3-41cd-8443-6c48cfbb5634
0.975,finance,unknown,023f3852-0af8-4933-9f99-697f70ef6d2b
0.8095238095238095,manual,unknown,0245b669-c404-49ea-a19c-d0a853e920e9
1.0,administration,unknown,0247b04d-6361-4032-8b73-633f9e269012
0.84375,administration,unknown,02495de4-cde1-45bf-94ba-7034a12620ac
1.0,finance,unknown,024d4ab1-0f79-4c69-9380-d67510935b1e
1.0,finance,unknown,0250457f-c4d9-4d9e-9a97-a7d2392cb140
0.36363636363636365,finance,unknown,02540d49-db1f-4aad-ac19-80beac065dcf
0.0,finance,unknown,02567d2b-898c-47ae-ba29-667531a09fb4
0.1111111111111111,finance,unknown,02581491-4b4e-427d-910a-7f56ee305bfc
1.0,finance,unknown,025b7c5f-1284-49d7-8d4e-2753ef26a5b7
1.0,finance,unknown,025f1f28-e4d9-48f5-9aa0-fe016a66817e
1.0,finance,unknown,0262a5aa-edec-41ef-9762-762620379089
1.0,finance,unknown,026e7549-fd37-429e-86be-49572e1a901c
0.6296296296296297,news,unknown,026f10f3-b738-496b-a5bf-db132b2d25b9
0.33766233766233766,administration,unknown,027835b7-dba4-4421-b30a-c73ca96a7846
1.0,finance,unknown,027c013f-3801-4399-ae6a-8e2f9c19ed34
1.0,finance,unknown,027dc8dd-d8bb-40a9-9fcf-f5af80fc9ce2
0.6,administration,unknown,028163fd-4ff5-40af-a258-aa8ff6f4dc6c
0.8620689655172413,administration,unknown,0282372c-8a24-482c-876b-d832cf6858db
1.0,finance,unknown,028990e6-2dd2-48eb-bd57-7ceaa623c278
0.0,finance,unknown,029f8bac-07ee-45ad-a63f-da295877696a
1.0,finance,unknown,02a8c33b-0af1-44ed-8a44-36bc8224a1c8
1.0,finance,unknown,02ae7872-9c3e-4bc8-b715-cf06aaae38c4
1.0,academic,unknown,02b53d3d-8c30-463f-9032-739c2e0f0484
0.6166666666666667,academic,unknown,02b6c0e1-17fd-4252-9db9-599398e027ff
1.0,finance,unknown,02c336a0-64b3-491b-9929-12440dc513b6
0.0,finance,unknown,02ce965d-352c-48a4-82b2-a2ae2b950753
1.0,news,unknown,02d3fb7e-84be-4e1c-9e5f-feaa0eb54078
1.0,finance,unknown,02e1030c-791d-469f-913e-8c9792a75c02
0.0,finance,unknown,02f6ef8e-f8a8-470e-80fc-4c999150b640
0.6888888888888889,administration,unknown,02fea0e2-41a7-42d6-895f-a84518cb913a
0.0,finance,unknown,0305ba49-8a8c-450c-8290-f61f1616b10d
1.0,administration,unknown,030cb0a7-26a9-4d9e-af72-3c6e2d017433
0.75,academic,unknown,0311cfea-1cc8-400e-8e91-4d5af84f6a66
0.37142857142857144,finance,unknown,032a0c06-4f55-458e-8618-93ec82d768c6
1.0,finance,unknown,0330dbc8-ea7a-4b57-beb4-0c32ade8c244
0.0,finance,unknown,0339d23b-763b-49ea-b9be-64e1b08d0f95
0.0,finance,unknown,033f692f-ad9d-41e7-8685-e760530d9dac
0.2857142857142857,finance,unknown,03438da8-aaec-44a2-bb01-84c481d4e46d
0.0,finance,unknown,0344324f-982f-40a9-80d6-216a07bc5630
1.0,finance,unknown,034be832-f8c7-450d-b036-bf2cee165adb
0.8275862068965517,law,unknown,034f2029-1545-4b48-9b4e-279bfbab907a
0.42857142857142855,law,unknown,035bd879-eca0-4912-861c-53de98e1e160
1.0,finance,unknown,035d6ede-a3c9-4e99-b131-aac79f4b6e25
0.2,finance,unknown,0361194e-41a4-4908-aa86-40178be6aeb4
1.0,finance,unknown,0361524c-2cc0-4859-aa65-24ab713b7e05
1.0,finance,unknown,03622744-2eb5-47f3-b459-4714a263e403
1.0,finance,unknown,03691338-50f4-443c-bc19-500f2cd8c979
0.5616438356164384,manual,unknown,03759ff5-1283-4c82-8f4c-34ed07e36858
1.0,finance,unknown,0383178c-6e09-4651-b8e0-882b2079645c
0.7307692307692307,academic,unknown,03848bb1-b073-466e-b28e-90e293468a46
0.9,finance,unknown,03889405-0e8c-416f-bf76-f7c581f61e9a
0.7428571428571429,academic,unknown,0389924b-12ee-4082-a650-d521a0059ab1
1.0,finance,unknown,03927935-8d5f-42c0-83f0-ba7756b8002a
1.0,finance,unknown,039d60ba-9c99-4735-95a6-52a708fce7af
1.0,finance,unknown,03a7590a-b25c-49a3-adbc-59fe47c2e637
0.0,finance,unknown,03aa88ef-0678-43d5-9805-3e4845aff4b8
0.6842105263157895,law,unknown,03ad702e-216a-4bcf-a616-dde4b388300a
0.0,finance,unknown,03c54c71-fca0-4536-a169-df82b9bdee2d
0.3333333333333333,finance,unknown,03c6a61a-537c-42e8-9697-9b20517e0427
0.0,finance,unknown,03ca7fc9-eabb-4e02-b222-c94934301ab4
0.3333333333333333,finance,unknown,03cc8bf9-6862-403f-b55d-aee71f2ba3e9
0.0,finance,unknown,03cd3231-7948-44ae-beb6-533abca281f1
1.0,finance,unknown,03d03575-54bb-48bd-8e8b-1b517a0cd3b5
1.0,finance,unknown,03d820d3-a3aa-4c06-b050-c7df142fa639
1.0,finance,unknown,03dbf2e1-7a02-4643-bf8a-57b07af627ec
1.0,finance,unknown,03e645b9-a24e-45ed-9651-823f1f0e68c0
0.0,finance,unknown,03ee36c3-2b3f-419f-bba9-fbb0d8c6827b
1.0,administration,unknown,03eebfca-c06d-49ed-873c-b9830fea5730
0.0,academic,unknown,03f00242-59bb-480a-80aa-10f383a7566b
1.0,finance,unknown,03f7ba05-cf4b-4315-a325-4d812bdfb727
0.7272727272727273,finance,unknown,03f9c3a3-5fb1-40dd-b4fe-f75045709961
1.0,finance,unknown,0409a997-8408-46d9-a8dc-d8840b0e52d5
0.7333333333333333,news,unknown,0409b7c8-ef59-44b5-ae89-015e92f765e7
1.0,news,unknown,040a3aae-52e2-4fd9-96bf-10ab3ce915e7
1.0,finance,unknown,040c4d58-954a-4019-a093-e30f1e1eedd9
1.0,finance,unknown,042506df-e159-4eab-ab52-f0583a7fe1b3
0.0,finance,unknown,04397e4a-3aff-4da3-9c91-536ba383dfb5
1.0,finance,unknown,0439a866-bd97-4c72-8739-c31cdb99e18d
0.0,finance,unknown,043d17e5-2f0e-4937-b4bb-2a5c61cc6889
0.0,finance,unknown,04408df3-2004-45b8-a0d8-336027812704
1.0,finance,unknown,044ed322-8c98-4c49-b540-33b718ac3907
1.0,finance,unknown,045a1c04-f0ab-4022-b67f-1513d73d4e0c
0.6842105263157895,finance,unknown,045abe0c-9f93-432a-9175-198fef88a6fd
0.703125,finance,unknown,04658b84-dd55-42c2-9168-923d610006ee
1.0,finance,unknown,047cd56e-fd6c-4364-8191-cbeb175bf448
1.0,finance,unknown,0487ff4a-7967-4ae8-912e-368d633344fb
0.0,finance,unknown,048a07c4-2e08-4509-a5d2-73d0f1e0d225
0.5483870967741935,academic,unknown,048c238d-46eb-4138-90ee-358ef791645d
1.0,administration,unknown,04916578-d484-48e4-ba54-c9c0f7aed5b9
1.0,finance,unknown,0495c348-a87c-4e70-8a1f-9e07e8510977
1.0,finance,unknown,04ae5e3e-f0c5-4802-8474-4ac61df73276
0.6779661016949152,administration,unknown,04d44a65-a603-488c-8c3f-556486942c8b
0.0,finance,unknown,04d6466e-085c-42f0-b19d-09dd9bb6cafb
0.0,finance,unknown,04d6b908-4550-421b-9ca6-dbcbc5f83946
0.6470588235294118,administration,unknown,04fb7e52-5834-45e1-a31f-167698a7e77b
0.6666666666666666,administration,unknown,04ffeab2-cb7b-4b3a-8b2d-158acd5ae324
0.7058823529411765,manual,unknown,052765ed-a196-4992-af1a-e95e38a47343
1.0,finance,unknown,054e5126-7953-40f7-8a13-93ab39b3c49d
0.0,finance,unknown,054f0566-bb1a-48e2-90b9-1e51681e5658
0.6756756756756757,administration,unknown,0566d447-aedb-4021-aad8-c43f72bb5039
0.0,finance,unknown,0584d26c-f724-4a0c-8947-bf82b8ed3aa4
0.8636363636363636,law,unknown,0590e87c-2ff8-4c17-9ed0-1a38e7b62d67
0.2,finance,unknown,05dd1ef0-0806-48c9-8967-49fbb2e02961
1.0,finance,unknown,05e8b8d8-966f-42d4-9b2c-7c5e3c4442a4
1.0,finance,unknown,05eae756-111a-40c6-b6be-813738d0b720
0.0,finance,unknown,05eb09ba-a028-4d1e-a595-04cada6b236d
0.782608695652174,manual,unknown,060596fb-eb5a-480f-936a-44c8f4355734
1.0,manual,unknown,060615bf-d1b5-4519-844f-376a4bd01f7a
0.0,finance,unknown,0615377a-6407-4a40-8f2f-1dd410e15c52
0.0,finance,unknown,0615594c-3ae1-4b40-8dfe-24b90d1b85c9
0.9090909090909091,finance,unknown,061948c4-031f-40dc-9cab-745448ea5a56
0.0,finance,unknown,06274afb-6071-411e-bb25-59fb54d6aa2d
1.0,finance,unknown,062e35b8-2580-42a2-bf96-4bd9f93a0f7b
1.0,finance,unknown,062fce1b-34ed-4821-bae3-a848e79d67bc
0.0,finance,unknown,0642f2b0-e84f-440f-b0ea-a3c6d844bf78
1.0,finance,unknown,064f94bf-0ef8-4629-893f-222b0b8fefe4
1.0,finance,unknown,0654f465-b311-49c4-9d86-fd12c8359b91
1.0,finance,unknown,065963f2-9471-45e5-8ded-3a7c0eeae85f
0.0,finance,unknown,065a1e3f-aa81-415f-b803-a5e4194cfb47
1.0,finance,unknown,066db941-5f7d-4765-831c-827638e4b0ca
0.0,finance,unknown,066dee1e-a16b-447d-9bab-bdab0e1cae7a
0.0,finance,unknown,066df3fe-8a07-4105-9547-0e5505adc80b
0.0,finance,unknown,06714938-04fe-473d-a61c-ec19fff83cec
0.0,finance,unknown,0677063d-f5f2-4759-a025-44a61bcb34b5
1.0,finance,unknown,06999e1e-2b02-437e-a2cd-159aebba80d2
0.9666666666666667,finance,unknown,06acc243-7243-4f0b-8f81-5b322a3a39cf
0.7922077922077922,finance,unknown,06b42b6f-1f94-43c8-98a7-75945b8c4949
0.8571428571428571,finance,unknown,06b91d3d-2efe-493b-9f00-2b5a7c1e3a6e
1.0,finance,unknown,06bba00e-615a-4c4a-979d-92bc2bd11b15
1.0,finance,unknown,06c6cb66-8e7f-4afd-8cc7-2f1c6923e8da
0.0,finance,unknown,06d2ed7c-e6ac-4d8a-8160-ff927c7550f2
0.0,finance,unknown,06d9e13b-3838-4cfa-8e6b-13855e53d8da
0.0,finance,unknown,06db83ae-66ca-4e67-83d1-01f3b98cd16c
1.0,finance,unknown,06de025e-03e9-42fa-8696-db0e0a30a255
1.0,finance,unknown,06e86e99-2c7d-449e-80b8-b40fd5f0098e
1.0,finance,unknown,06f7302d-62bd-49ae-a072-6dd9e0738191
1.0,finance,unknown,070227a3-7a37-40a5-972e-78a53176ee40
1.0,finance,unknown,0703c5f1-5b4f-4458-a523-923afe963e96
0.0,finance,unknown,074712fc-9efd-4e7b-a0d0-4ce1d581f828
0.875,finance,unknown,074a2910-319e-43bc-96d7-027b5c3d2d4d
1.0,finance,unknown,079720d1-63aa-49e3-afdb-2d547d0dfcc6
1.0,finance,unknown,07b9ae99-656b-4d12-bfc7-9d4117affe0c
0.0,finance,unknown,07bbd20a-55e6-47c1-8b59-49a41a8a7384
1.0,finance,unknown,07c57156-2d68-433b-92c2-8839db514bc0
0.0,finance,unknown,07d5e121-623a-45ae-ba31-a27cced4dd7c
0.0,finance,unknown,07d8ab49-76e2-44c4-b1a5-621012fdd312
1.0,finance,unknown,07f819db-e8d7-425b-8a8b-c03efafd02b8
1.0,finance,unknown,07fe6a4e-2a6f-4e47-9b61-f92b9cf600ec
1.0,finance,unknown,08055d83-2d81-4097-b80f-142f87bfef1a
1.0,finance,unknown,080ba0b1-bb47-4997-94b3-e0f143173432
1.0,finance,unknown,081f7d48-bf27-4b0e-8900-2e4fcbb4b8dc
0.0,finance,unknown,08268550-d171-4798-91a0-375a2d0b4f43
1.0,finance,unknown,084edeb0-e53a-4fe5-846a-87592dbca078
1.0,finance,unknown,087d9b9c-202c-440d-bbfe-de43b337ed27
1.0,finance,unknown,0884fd16-636a-4f8c-a7e3-f52c0cbf404d
1.0,finance,unknown,088808b9-fc23-48aa-9df1-ec81bc54eab3
1.0,finance,unknown,088affd2-f3f8-46ad-985c-7b8c67b340cf
0.6,finance,unknown,08900b58-d75d-4659-a079-45e39329393d
1.0,finance,unknown,0895e48e-6e22-438d-afb5-fe36642d0f77
1.0,finance,unknown,089b30a0-809f-4923-87a1-798fe6addd9e
0.0,finance,unknown,089f059c-f6e6-4035-b612-12fe40dac72e
1.0,finance,unknown,08a30261-b675-4bef-ac60-1ff0b0350134
0.0,finance,unknown,08a3b1e3-64e2-4c6f-bb48-146954fe81bb
0.0,finance,unknown,08b2ace5-f544-412b-8fb5-f417de2c4c68
0.0,finance,unknown,08b8427a-8a34-46d4-8dc7-8aa722ee475c
0.0,finance,unknown,08ccf199-2ed9-43d0-b846-ce9a623d110d
0.0,finance,unknown,08df6b19-7c3a-4037-a0d5-c16e961139cf
0.0,finance,unknown,08ffe28c-5926-4d4d-8c75-c775c02ff5f2
0.0,finance,unknown,0909d045-4cde-4dae-b6a0-17da86a284e8
0.625,finance,unknown,090d126a-af7e-41c1-bde6-0d956338d2c6
0.0,finance,unknown,09650fe0-d5df-4c49-9942-69b4dd60375a
0.0,finance,unknown,09aedbd0-6d31-4b4a-bf6b-8793b318ad4c
1.0,finance,unknown,09d1a23b-41ed-4ad7-b799-e29648d44935
1.0,finance,unknown,09df8915-dc00-45b5-8dfb-dc9fb5816a50
0.0,finance,unknown,09f6048f-e245-4460-8004-884cc167733f
0.0,finance,unknown,09f954f8-3b20-4dc1-8668-5be76eb542e7
0.0,finance,unknown,0a00792f-1475-461e-8cd7-cea507b008f8
0.0,finance,unknown,0a02da60-749d-4601-9f98-377981bd5336
1.0,finance,unknown,0a06c083-e848-4a50-9524-7332c4f56173
1.0,finance,unknown,0a091c4a-a6e3-4dc1-a9e1-f6375ab9c945
0.9090909090909091,finance,unknown,0a24076e-a335-4b03-a152-aaa9cc01bc9b
0.8666666666666667,finance,unknown,0a31f6e2-ad79-44d6-95cb-74713ed0141c
0.0,finance,unknown,0a34886c-802e-4a41-86bc-6b82f5943dda
1.0,finance,unknown,0a3c2c6f-ef2d-4a38-a6e4-b8df0b6d9611
0.0,finance,unknown,0a3db26e-992d-4d24-854f-7963b6e1da18
1.0,finance,unknown,0a4ff145-58f8-489d-b848-c24c9f1079df
0.6666666666666666,finance,unknown,0a508313-d91d-45a8-9f0b-2a7076ee73db
1.0,finance,unknown,0a53381b-2677-49f7-be90-db0bce796b42
1.0,finance,unknown,0a59f5dc-395a-4924-ad76-e2117f49992c
1.0,finance,unknown,0a5ee510-fc99-409c-839c-cea17d41213a
1.0,finance,unknown,0a77e6a1-dda6-4272-87a1-cfb21b85e81d
1.0,finance,unknown,0a828a9a-74f0-487f-9357-827ed6fc07d4
1.0,finance,unknown,0a8f541d-052b-4051-bc24-1ca590425d14
1.0,finance,unknown,0a964cb9-a62a-44d0-9047-111af5dcd525
0.0,finance,unknown,0ac66d00-89e6-4011-8ae7-e8a3f8ac453c
0.0,finance,unknown,0b738648-f0eb-4870-ae0b-e868e5a9ff7e
0.0,finance,unknown,0b7fc161-8c1d-46b2-8e33-4a4986cdf496
0.0,finance,unknown,0b7ffede-c676-4324-b95c-e894fdeb26ef
1.0,finance,unknown,0b83a6e8-fef5-4551-87a9-51855166465b
0.6666666666666666,finance,unknown,0b972d0f-2059-4d20-a66e-d3eeb37f54c5
1.0,finance,unknown,0b9b6968-9aa7-4bee-bdbb-adafa758fa63
1.0,finance,unknown,0b9d7787-83cb-49e1-b964-9935cbe13ee9
1.0,finance,unknown,0ba04c24-970a-4251-bc1f-35ebc15b9b39
1.0,finance,unknown,0babd726-0932-43d4-b738-0d2837a5b39e
1.0,finance,unknown,0bb4a483-e9b6-45fc-9b4f-a21f12ce40a3
1.0,finance,unknown,0bba6c1b-aac4-4ad9-bd6e-53f2969a8b69
0.9090909090909091,finance,unknown,0bbc5bf5-1ea8-45c3-b33b-de6e8cf37c70
1.0,finance,unknown,0bc6174e-d9cd-4b91-97e7-ea726a65113d
0.6,finance,unknown,0bd357e1-d6bf-4828-9798-6708bb3dffe1
1.0,finance,unknown,0bd89c73-95c1-4122-8f9e-89ef7bc1ad83
1.0,finance,unknown,0bde3249-cd06-43c9-9149-fe6377f141cd
1.0,finance,unknown,0bded216-0863-4195-a960-a9f6b395bc69
1.0,finance,unknown,0be1a657-606a-432b-8987-7942eacef95f
1.0,finance,unknown,0be31109-a185-446d-9be9-d91857a798d8
1.0,finance,unknown,0bef89ce-1e0c-4de7-9cfc-3591349b64a9
0.0,finance,unknown,0bf3d445-f87f-49b8-8b53-d1cdc35cd4c3
1.0,finance,unknown,0bf4dac5-5a35-4b4d-9781-7a56697bb880
0.0,finance,unknown,0c0e4763-d2b2-447a-8fcf-d418da7f22c1
1.0,finance,unknown,0c132eec-9b19-48d8-b961-464b2c7ff2ed
1.0,finance,unknown,0c248f08-0cf1-4812-be78-f5953c62d604
1.0,finance,unknown,0c35a424-a158-472b-b965-44a7834d88db
0.0,finance,unknown,0c377a52-6fed-4601-8d41-c1455a1a0983
1.0,finance,unknown,0c4a3950-345d-4816-80ed-b229b6b54cde
1.0,finance,unknown,0c5a9029-c335-433b-ab17-30fef11ea92e
1.0,finance,unknown,0c5f152b-db9f-499f-9ea7-917eb4e6889a
0.25,finance,unknown,0c60a98b-9bba-450a-969d-78309b08492e
1.0,finance,unknown,0c64db4b-516c-4ae3-8535-245897b0d1e2
1.0,finance,unknown,0c921259-2ae8-465e-8aff-bab8c60e85a7
1.0,finance,unknown,0c9a7fec-92a5-4895-9745-c170d7bcafdf
0.0,finance,unknown,0cc458db-4700-4f81-ab9f-f7cfdc99c42c
1.0,finance,unknown,0cce0637-c7ff-40a1-8239-4ef28c184ba0
0.0,finance,unknown,0cda520b-9aaf-4a93-a0f2-10f006ade140
1.0,finance,unknown,0cdff20e-c1e7-4ade-858e-8dfb98468947
1.0,finance,unknown,0ce19926-aaad-4b0d-a55c-cf51f3e77c60
1.0,finance,unknown,0ce22c82-6262-402c-af46-d003d2cc42b1
0.0,finance,unknown,0d0bd1c4-921a-4d1c-9408-ebd5e17425e7
1.0,finance,unknown,0d0c61fd-4700-4eb8-b408-850e0fdc26f4
0.0,finance,unknown,0d0d82f9-1b13-4405-b484-db42e58000cf
0.0,finance,unknown,0d16422e-94db-4613-9fb5-559e8b9e1fb2
1.0,finance,unknown,0d270777-8762-4cc3-a724-c1fd5e1641ef
1.0,finance,unknown,0d5e0895-d751-4fe6-983f-c86afad2873a
1.0,finance,unknown,0d7198d2-b6c7-4c17-8ea9-39c51a2ae07f
1.0,finance,unknown,0d742256-0b36-43cd-8acf-eba4441030ae
0.0,finance,unknown,0d76aa16-2605-4ad2-9e4b-45b57cbb6187
0.0,finance,unknown,0d898ef3-c657-44eb-a9e9-4d344dfa119e
1.0,finance,unknown,0d9b598a-ec57-4e06-8e7e-fc7e2568533e
1.0,finance,unknown,0d9ecdf1-29eb-4c72-a19e-a432f78c9f9b
1.0,finance,unknown,0db11439-213a-4a5f-b985-0730c5df290b
1.0,finance,unknown,0db5d5b3-0286-4463-85d1-feeb9f493357
1.0,finance,unknown,0dbcad25-daac-43a3-82f8-9ef40b9bcb7e
0.3333333333333333,finance,unknown,0dbed695-5bcf-4ce1-96f0-e0606aca8118
1.0,finance,unknown,0dbee2ce-8fda-48e3-99b0-91e91f43f2bd
1.0,finance,unknown,0dcf035b-7552-46e8-a953-a1155a62ddc4
1.0,finance,unknown,0de63c6d-92b0-4864-a8d4-c57ed379f377
0.0,finance,unknown,0de90230-6ba7-4a7e-a282-90c0b7ddeba8
1.0,finance,unknown,0df099c5-62a7-4dc7-b273-38fcdfa69923
0.0,finance,unknown,0df23548-2c12-429c-887b-0acfc535c13d
0.0,finance,unknown,0dfb75cf-59d8-4ac1-b3d1-f783e311da73
0.0,finance,unknown,0e011113-15f3-4777-a63c-32210c099d16
0.0,finance,unknown,0e1654b8-1e96-4b89-b7ac-aa5628826512
0.0,finance,unknown,0e19967b-8102-4e40-9b93-5e6128d1af89
1.0,finance,unknown,0e1bebee-5052-4fb0-b33a-463cd3e01f89
0.0,finance,unknown,0e1d0ad4-2fe4-45cc-beb5-31cce23e4a50
0.8125,finance,unknown,0e1ee981-43e3-4f49-b4bd-ba0d8e4a5806
0.0,finance,unknown,0e21a2af-357c-402d-b49e-f679c1611767
1.0,finance,unknown,0e2a04bd-3c16-40af-b3be-516709463e6f
0.0,finance,unknown,0e31b19d-3b3a-4486-97d6-0b863d43582a
1.0,finance,unknown,0e4bbca8-986c-4bc7-ab91-5f36014340b1
1.0,finance,unknown,0e5bc44c-98de-4bf6-8273-4d1c23d83f22
1.0,finance,unknown,0e6b21f3-213a-486e-b22c-feb1026d44c2
1.0,finance,unknown,0e71af64-f01b-4b96-b9b7-7be65968b4b7
1.0,finance,unknown,0e75601d-3e14-472e-85c6-554712c8431d
0.0,finance,unknown,0e8472a7-dd33-4379-a88f-58c1237d7b90
0.0,finance,unknown,0e935f4e-83ed-484f-bb35-2b98cfe87700
0.0,finance,unknown,0ea39958-fe3b-44f9-89c9-5e12141c7bda
0.0,finance,unknown,0ea7150e-5115-49b1-ac56-0538c497b5a1
0.0,finance,unknown,0ea8ea20-8b8e-4c1f-b540-49d682ba7396
0.0,finance,unknown,0eb23a8c-6de8-422d-b610-7a8789cd4710
0.0,finance,unknown,0eb8bdbd-227b-402a-905c-4c31a4dd5b19
0.0,finance,unknown,0ebbc767-692e-4c14-9d36-70f55a1e6984
1.0,finance,unknown,0ec1e80e-5586-4fd8-bd41-ebd5df1c57ef
0.0,finance,unknown,0ec37460-527f-4bc2-9577-7894468bc959
1.0,finance,unknown,0ec7c92e-b36d-4c16-a3cc-0cc1274e9b70
1.0,finance,unknown,0ed5be73-6d3a-48e8-bbec-7debf136f64e
1.0,finance,unknown,0ee7aed3-f04a-4b9d-a14b-3ebb3845b6bd
1.0,finance,unknown,0f0ac134-2e0d-44ad-8888-d15e7eb7a8f3
0.0,finance,unknown,0f0e6955-9775-4eaf-aac4-559668c44e05
0.0,finance,unknown,0f128210-703f-49ef-94fe-a8e677f8e9a5
0.0,finance,unknown,0f1b88df-b61c-44e4-aa74-cb72810bd9bd
